"FOAFGroup"|"foafGroupName"|"FOAFPerson"|"foafPersonName"|"foafPersonHomepage"|"foafPersonMember"|"BIBOJournal"|"BIBOJournalName"|"BIBOJournalISSN"|"BIBTEXArticle"|"BIBTEXArticleHasAuthor"|"BIBTEXArticleTitle"|"BIBTEXArticleHasJournal"|"BIBTEXArticleHasVolume"|"BIBTEXArticleHasNumber"|"BIBTEXArticleHasPages"|"BIBTEXArticleHasYear"|"DCContributor"
"FOAFGroup_DEHIS_I"|"DEHIS/I"|"FOAFPerson_2397406478051464"|"HÉLIO SOCHODOLAK"|"http://lattes.cnpq.br/2397406478051464"|"FOAFGroup_DEHIS_I"|"Journal_2177-2940"|"Dialogos (Maringa)"|"2177-2940"|"BIBTEXArticle_Os_faxinais_de_Irati-PR_na_década_de_1940:_a_força_de_uma_cultura_tradicional2177-29402013"|"SOCHODOLAK, Hélio., MANEIRA, Regiane"|"Os faxinais de Irati-PR na década de 1940: a força de uma cultura tradicional"|"Journal_2177-2940"|"17"|"1"|"15-39"|"2013"|"FOAFPerson_2397406478051464"
"FOAFGroup_DEADM_G"|"DEADM/G"|"FOAFPerson_0852434853164544"|"SÍLVIO ROBERTO STEFANO"|"http://lattes.cnpq.br/0852434853164544"|"FOAFGroup_DEADM_G"|"Journal_1517-9427"|"UNOPAR Científica. Ciências Jurídicas e Empresariais"|"1517-9427"|"BIBTEXArticle_Os_funcionários_pedem_demissão:_um_estudo_sobre_rotatividade_em_uma_rede_de_supermercados1517-94272013"|"Burbulhan, F., STEFANO, S. R., ISHIDA, J. S."|"Os funcionários pedem demissão: um estudo sobre rotatividade em uma rede de supermercados"|"Journal_1517-9427"|"14"|"1"|"101-116"|"2013"|"FOAFPerson_0852434853164544"
"FOAFGroup_DEGEO_G"|"DEGEO/G"|"FOAFPerson_3707647256716872"|"MARIO ZASSO MARIN"|"http://lattes.cnpq.br/3707647256716872"|"FOAFGroup_DEGEO_G"|"Journal_0101-2908"|"Perspectiva (Erexim)"|"0101-2908"|"BIBTEXArticle_Os_impactos_socioeconômicos_do_cultivo_do_eucalipto:_o_caso_do_município_de_Aratiba-RS0101-29082010"|"MARQUES DA SILVA, José Otávio, MARIN, Mario Zasso"|"Os impactos socioeconômicos do cultivo do eucalipto: o caso do município de Aratiba-RS"|"Journal_0101-2908"|"34"|""|"113-122"|"2010"|"FOAFPerson_3707647256716872"
"FOAFGroup_DEHIS_G"|"DEHIS/G"|"FOAFPerson_4214258620142269"|"LUCIANA ROSAR FORNAZARI KLANOVICZ"|"http://lattes.cnpq.br/4214258620142269"|"FOAFGroup_DEHIS_G"|"Journal_1676-5818"|"Mirabilia (Vitória. Online)"|"1676-5818"|"BIBTEXArticle_Os_manuais_de_História_da_Educação_e_a_educação_medieval:_aproximações_e_distanciamentos_na_historiografia_sobre_Idade_Média1676-58182009"|"KLANOVICZ, L. R. F."|"Os manuais de História da Educação e a educação medieval: aproximações e distanciamentos na historiografia sobre Idade Média"|"Journal_1676-5818"|"9"|""|"326-345"|"2009"|"FOAFPerson_4214258620142269"
"FOAFGroup_DEHIS_I"|"DEHIS/I"|"FOAFPerson_9551626877143095"|"ANCELMO SCHÖRNER"|"http://lattes.cnpq.br/9551626877143095"|"FOAFGroup_DEHIS_I"|"Journal_2177-6644"|"Revista Tempo, Espaço e Linguagem"|"2177-6644"|"BIBTEXArticle_Os_nomes_do_?outro?_entre_o_faxinal_e_a_cidade,_Irati/PR_(1960-1970)2177-66442010"|"SCHÖRNER, Ancelmo., STELMARSCZUK, R."|"Os nomes do ?outro? entre o faxinal e a cidade, Irati/PR (1960-1970)"|"Journal_2177-6644"|"1"|"1"|"11-21"|"2010"|"FOAFPerson_9551626877143095"
"FOAFGroup_DEHIS_G"|"DEHIS/G"|"FOAFPerson_3153957325053957"|"ELENITA MALTA  PEREIRA"|"http://lattes.cnpq.br/3153957325053957"|"FOAFGroup_DEHIS_G"|"Journal_1677-0706"|"Métis (UCS)"|"1677-0706"|"BIBTEXArticle_Os_panfletos_da_campanha_educativa_da_União_Protetora_da_Natureza_(1955-1963)1677-07062010"|"PEREIRA, Elenita M."|"Os panfletos da campanha educativa da União Protetora da Natureza (1955-1963)"|"Journal_1677-0706"|"7"|"14"|"117-128"|"2010"|"FOAFPerson_3153957325053957"
"FOAFGroup_DEPED_I"|"DEPED/I"|"FOAFPerson_5981450525733302"|"MARISA SCHNECKENBERG"|"http://lattes.cnpq.br/5981450525733302"|"FOAFGroup_DEPED_I"|"Journal_1518-6520"|"Analecta (UNICENTRO)"|"1518-6520"|"BIBTEXArticle_Os_pressupostos_teóricos_do_estado_liberal_e_neoliberal_e_o_desenvolvimento_das_políticas_sociais1518-65202006"|"SCHNECKENBERG, M."|"Os pressupostos teóricos do estado liberal e neoliberal e o desenvolvimento das políticas sociais"|"Journal_1518-6520"|"7"|"1"|"09-23"|"2006"|"FOAFPerson_5981450525733302"
"FOAFGroup_DEPED_G"|"DEPED/G"|"FOAFPerson_0788295375864031"|"MARIA JOSELIA ZANLORENSE"|"http://lattes.cnpq.br/0788295375864031"|"FOAFGroup_DEPED_G"|"Journal_1676-8493"|"Publicatio UEPG. Ciências Humanas, Ciências Sociais Aplicadas, Linguística, Letras e Artes (Impresso)"|"1676-8493"|"BIBTEXArticle_Os_pressupostos_teóricos_e_metodológicos_dos_Parâmetros_Curriculares_Nacionais:_uma_análise_necessária1676-84932009"|"ZANLORENZI, M. J., LIMA, M. F"|"Os pressupostos teóricos e metodológicos dos Parâmetros Curriculares Nacionais: uma análise necessária"|"Journal_1676-8493"|"17"|"1"|"77-90"|"2009"|"FOAFPerson_0788295375864031"
"FOAFGroup_DEPED_I"|"DEPED/I"|"FOAFPerson_3326773034222088"|"MICHELLE FERNANDES LIMA"|"http://lattes.cnpq.br/3326773034222088"|"FOAFGroup_DEPED_I"|"Journal_1676-8493"|"Publicatio UEPG. Ciências Humanas, Ciências Sociais Aplicadas, Linguística, Letras e Artes (Impresso)"|"1676-8493"|"BIBTEXArticle_Os_pressupostos_teóricos_e_metodológicos_dos_parâmetros_curriculares_nacionais:_uma_análise_necessária1676-84932010"|"ZANLORENSE, M. J., LIMA, M. F.;LIMA, MICHELLE FERNANDES"|"Os pressupostos teóricos e metodológicos dos parâmetros curriculares nacionais: uma análise necessária"|"Journal_1676-8493"|"17"|"01"|"78-90"|"2010"|"FOAFPerson_3326773034222088"
"FOAFGroup_DEPED_I"|"DEPED/I"|"FOAFPerson_3326773034222088"|"MICHELLE FERNANDES LIMA"|"http://lattes.cnpq.br/3326773034222088"|"FOAFGroup_DEPED_I"|"Journal_1519-9029"|"Política e Gestão Educacional (Online)"|"1519-9029"|"BIBTEXArticle_Os_principios_teóricos_e_metológicos_dos_parametros_em_ação:_um_olhar_sobre_a_formação_docente1519-90292010"|"ZANLORENSE, M. J., LIMA, M. F.;LIMA, MICHELLE FERNANDES"|"Os principios teóricos e metológicos dos parametros em ação: um olhar sobre a formação docente"|"Journal_1519-9029"|"07"|"01"|"24-"|"2010"|"FOAFPerson_3326773034222088"
"FOAFGroup_DEADM_G"|"DEADM/G"|"FOAFPerson_0852434853164544"|"SÍLVIO ROBERTO STEFANO"|"http://lattes.cnpq.br/0852434853164544"|"FOAFGroup_DEADM_G"|"Journal_1980-6116"|"Revista Eletrônica Lato Sensu"|"1980-6116"|"BIBTEXArticle_Os_princípios_e_a_gestão_do_cooperativismo_de_crédito:_caso_sistema_cresol1980-61162008"|"SANTOS, E. L., STEFANO, S. R."|"Os princípios e a gestão do cooperativismo de crédito: caso sistema cresol"|"Journal_1980-6116"|"6"|""|"18-"|"2008"|"FOAFPerson_0852434853164544"
"FOAFGroup_DEPED_G"|"DEPED/G"|"FOAFPerson_0788295375864031"|"MARIA JOSELIA ZANLORENSE"|"http://lattes.cnpq.br/0788295375864031"|"FOAFGroup_DEPED_G"|"Journal_1519-9029"|"Política e Gestão Educacional (Online)"|"1519-9029"|"BIBTEXArticle_Os_princípios_teóricos_e_metodológicos_dos_Parâmetros_em_Ação:_um_olhar_sobre_a_formação_docente1519-90292009"|"ZANLORENZI, M. J., LIMA, M. F"|"Os princípios teóricos e metodológicos dos Parâmetros em Ação: um olhar sobre a formação docente"|"Journal_1519-9029"|"07"|""|"01-24"|"2009"|"FOAFPerson_0788295375864031"
"FOAFGroup_DEHIS_I"|"DEHIS/I"|"FOAFPerson_9551626877143095"|"ANCELMO SCHÖRNER"|"http://lattes.cnpq.br/9551626877143095"|"FOAFGroup_DEHIS_I"|"Journal_2177-6644"|"Revista Tempo, Espaço e Linguagem"|"2177-6644"|"BIBTEXArticle_Os_rituais_de_casamento_ucraniano_entre_permanências_e_transformações_?_Irati/PR_(1978-2008)2177-66442013"|"LUCAVEI, Lucélia, SCHÖRNER, Ancelmo."|"Os rituais de casamento ucraniano entre permanências e transformações ? Irati/PR (1978-2008)"|"Journal_2177-6644"|"v"|"1"|"49-63"|"2013"|"FOAFPerson_9551626877143095"
"FOAFGroup_DEDUF_I"|"DEDUF/I"|"FOAFPerson_6228700231927300"|"EMERSON LUÍS VELOZO"|"http://lattes.cnpq.br/6228700231927300"|"FOAFGroup_DEDUF_I"|"Journal_1678-2577"|"Revista Mackenzie de Educação Física e Esporte"|"1678-2577"|"BIBTEXArticle_Os_saberes_nas_aulas_de_Educação_Física:_uma_visão_a_partir_da_escola_pública1678-25772009"|"VELOZO, E. L., DAOLIO, J."|"Os saberes nas aulas de Educação Física: uma visão a partir da escola pública"|"Journal_1678-2577"|"8"|"2"|"43-54"|"2009"|"FOAFPerson_6228700231927300"
"FOAFGroup_DEHIS_I"|"DEHIS/I"|"FOAFPerson_1387231652305882"|"JOSÉ ADILÇON CAMPIGOTO"|"http://lattes.cnpq.br/1387231652305882"|"FOAFGroup_DEHIS_I"|"Journal_1518-3319"|"Topoi (Rio de Janeiro)"|"1518-3319"|"BIBTEXArticle_Os_santos_nos_faxinais:_religiosidade_e_povos_tradicionais1518-33192011"|"Benatte, Antônio Paulo., CAMPIGOTO, J. A., Carvalho, Rosenaldo de."|"Os santos nos faxinais: religiosidade e povos tradicionais"|"Journal_1518-3319"|"12"|""|"140-160"|"2011"|"FOAFPerson_1387231652305882"
"FOAFGroup_DECS_G"|"DECS/G"|"FOAFPerson_9340856019120479"|"ÉVERLY PEGORARO"|"http://lattes.cnpq.br/9340856019120479"|"FOAFGroup_DECS_G"|"Journal_1989-0494"|"Mediaciones Sociales"|"1989-0494"|"BIBTEXArticle_Os_steampunks_e_a_cultura_da_mídia:_apropriações_de_uma_proposta_retrofuturista_no_cenário_brasileiro1989-04942012"|"PEGORARO, É."|"Os steampunks e a cultura da mídia: apropriações de uma proposta retrofuturista no cenário brasileiro"|"Journal_1989-0494"|"II"|"11"|"72-94"|"2012"|"FOAFPerson_9340856019120479"
"FOAFGroup_DEHIS_I"|"DEHIS/I"|"FOAFPerson_2397406478051464"|"HÉLIO SOCHODOLAK"|"http://lattes.cnpq.br/2397406478051464"|"FOAFGroup_DEHIS_I"|"Journal_2177-6644"|"Revista Tempo, Espaço e Linguagem"|"2177-6644"|"BIBTEXArticle_Os_usos_das_plantas_na_promoção_da_saúde2177-66442013"|"SOCHODOLAK, Hélio., SENDERSKI, Henrique A."|"Os usos das plantas na promoção da saúde"|"Journal_2177-6644"|"4"|"3"|"57-76"|"2013"|"FOAFPerson_2397406478051464"
"FOAFGroup_DEGEO_I"|"DEGEO/I"|"FOAFPerson_9298584141656679"|"NAIR FERNANDA MOCHIUTTI"|"http://lattes.cnpq.br/9298584141656679"|"FOAFGroup_DEGEO_I"|"Journal_1980-900X"|"Geociências (São Paulo. Online)"|"1980-900X"|"BIBTEXArticle_Os_valores_da_geodiversidade_da_região_de_Piraí_da_Serra,_Paraná1980-900X2011"|"MOCHIUTTI, N. F., GUIMARAES, G. B., MELO, M. S."|"Os valores da geodiversidade da região de Piraí da Serra, Paraná"|"Journal_1980-900X"|"30"|"4"|"651/12-668"|"2011"|"FOAFPerson_9298584141656679"
"FOAFGroup_DEDUF_I"|"DEDUF/I"|"FOAFPerson_2648813906616187"|"ERIVELTON FONTANA DE LAAT"|"http://lattes.cnpq.br/2648813906616187"|"FOAFGroup_DEDUF_I"|"Journal_1514-3465"|"Lecturas Educación Física y Deportes (Buenos Aires)"|"1514-3465"|"BIBTEXArticle_Osteoartrite:_tipologia_e_tratamento1514-34652011"|"SOUZA, A. Z., LAAT, E. F.;LAAT, ERIVELTON FONTANA DE"|"Osteoartrite: tipologia e tratamento"|"Journal_1514-3465"|"16"|"156"|"1-5"|"2011"|"FOAFPerson_2648813906616187"
"FOAFGroup_DEVET_G"|"DEVET/G"|"FOAFPerson_2302042528082853"|"INFORMAR NOME"|"http://lattes.cnpq.br/2302042528082853"|"FOAFGroup_DEVET_G"|"Journal_1808-0251"|"Ambiência (UNICENTRO)"|"1808-0251"|"BIBTEXArticle_Osteossintese_de_úmero_em_Ramphastos_dicolorus_(tucano_de_bico_verde)_:_relato_de_caso1808-02512007"|"TRANQUILIM, M. V., Botelho, G. G. K., BORTOLINI, Z.;Bortolini, Z.;Bortolini, zara;BORTOLINI, ZARA;BORTOLONI, ZARA, LEHMKUHL, R. C., LANGE, R. R."|"Osteossintese de úmero em Ramphastos dicolorus (tucano de bico verde) : relato de caso"|"Journal_1808-0251"|"3"|"2"|"261-266"|"2007"|"FOAFPerson_2302042528082853"
"FOAFGroup_DEVET_G"|"DEVET/G"|"FOAFPerson_7148385248455514"|"GIULIANA GELBCKE KASECKER BOTELHO"|"http://lattes.cnpq.br/7148385248455514"|"FOAFGroup_DEVET_G"|"Journal_1808-0251"|"Ambiência (UNICENTRO)"|"1808-0251"|"BIBTEXArticle_Osteossíntese_de_úmero_em_Ramphastos_dicolorus_(tucano_de_bico_verde):_relato_de_caso1808-02512007"|"TRANQÜILIM, M. V., BOTELHO, G. G. K., BORTOLINI, Z., LEHMKUHL, R. C., LANGE, R. R."|"Osteossíntese de úmero em Ramphastos dicolorus (tucano de bico verde): relato de caso"|"Journal_1808-0251"|"3"|"2"|"261-266"|"2007"|"FOAFPerson_7148385248455514"
"FOAFGroup_DEFAR_G"|"DEFAR/G"|"FOAFPerson_6509527611075473"|"ELISA PEREZ"|"http://lattes.cnpq.br/6509527611075473"|"FOAFGroup_DEFAR_G"|"Journal_1518-0352"|"Revista Ciências Exatas e Naturais (Impresso)"|"1518-0352"|"BIBTEXArticle_Otimização_da_Extração_de_Compostos_Fenólicos_em_uma_Biofarinha_de_Maçã_Enriquecida_com_Agaricus_brasiliensi1518-03522013"|"BENETTI, C., COLUSSI, T. C., Bovo, F., SANTA, H. S. D., PEREZ, E."|"Otimização da Extração de Compostos Fenólicos em uma Biofarinha de Maçã Enriquecida com Agaricus brasiliensi"|"Journal_1518-0352"|"15"|"2"|"255-273"|"2013"|"FOAFPerson_6509527611075473"
"FOAFGroup_DEMAT_I"|"DEMAT/I"|"FOAFPerson_6064599418725853"|"ARTUR LOURIVAL DA FONSECA MACHADO"|"http://lattes.cnpq.br/6064599418725853"|"FOAFGroup_DEMAT_I"|"Journal_1808-0251"|"Ambiência (UNICENTRO)"|"1808-0251"|"BIBTEXArticle_Otimização_na_Alocação_de_Professores_na_Construção_de_uma_Grade_Horária_Escolar1808-02512005"|"MACHADO, A. L. F.;MACHADO, ARTUR LOURIVAL DA FONSECA, KOTSKO, Eliana Gomes da Silva, SANTOS, Elaine Maria dos"|"Otimização na Alocação de Professores na Construção de uma Grade Horária Escolar"|"Journal_1808-0251"|"1"|""|"31-45"|"2005"|"FOAFPerson_6064599418725853"
"FOAFGroup_DEADM_G"|"DEADM/G"|"FOAFPerson_5245546196615162"|"ELAINE MARIA DOS SANTOS"|"http://lattes.cnpq.br/5245546196615162"|"FOAFGroup_DEADM_G"|"Journal_1808-0251"|"Ambiência (UNICENTRO)"|"1808-0251"|"BIBTEXArticle_Otimização_na_alocação_de_professores_na_construção_de_uma_grade_horária_escolar1808-02512005"|"KOTSKO, E. G. S., MACHADO, A. L. F., SANTOS, E. M."|"Otimização na alocação de professores na construção de uma grade horária escolar"|"Journal_1808-0251"|""|""|"31-45"|"2005"|"FOAFPerson_5245546196615162"
"FOAFGroup_DELET_G"|"DELET/G"|"FOAFPerson_6322314559635820"|"STELA DE CASTRO BICHUETTE DA SILVA"|"http://lattes.cnpq.br/6322314559635820"|"FOAFGroup_DELET_G"|"Journal_1980-6914"|"Revista Todas as Letras (MACKENZIE. Online)"|"1980-6914"|"BIBTEXArticle_Outros_Modernismos:_`_Vesperais_Literárias`:_palestras_dos_novos1980-69142009"|"BICHUETTE, Stela de Castro"|"Outros Modernismos: ` Vesperais Literárias`: palestras dos novos"|"Journal_1980-6914"|"11"|"2"|"43-49"|"2009"|"FOAFPerson_6322314559635820"
"FOAFGroup_DEFIS_G"|"DEFIS/G"|"FOAFPerson_6761091964951329"|"VALDIRLEI FERNANDES FREITAS"|"http://lattes.cnpq.br/6761091964951329"|"FOAFGroup_DEFIS_G"|"Journal_0021-8979"|"Journal of Applied Physics"|"0021-8979"|"BIBTEXArticle_Overlap_of_the_intrinsic_and_extrinsic_magnetoelectric_effects_in_BiFeO3-PbTiO3_compounds:_Potentialities_for_magnetic-sensing_applications0021-89792013"|"MONTANHER, D. Z., FREITAS, V. F., PEREIRA, J. R. D., CO`TICA, L. F., Garcia, D., EIRAS, J. A., SANTOS, I. A."|"Overlap of the intrinsic and extrinsic magnetoelectric effects in BiFeO3-PbTiO3 compounds: Potentialities for magnetic-sensing applications"|"Journal_0021-8979"|"113"|"3"|"034102-"|"2013"|"FOAFPerson_6761091964951329"
"FOAFGroup_DEDUF_I"|"DEDUF/I"|"FOAFPerson_2648813906616187"|"ERIVELTON FONTANA DE LAAT"|"http://lattes.cnpq.br/2648813906616187"|"FOAFGroup_DEDUF_I"|"Journal_1807-8648"|"Acta Scientiarum. Health Sciences (Online)"|"1807-8648"|"BIBTEXArticle_Overweight_as_hypertension_risk_prediction_in_bus_drivers1807-86482013"|"SMOLAREK, A. C., DELLAGRANA, R., CAMPOS, W., MASCARENHAS, L. P. G., LAAT, E. F.;LAAT, ERIVELTON FONTANA DE"|"Overweight as hypertension risk prediction in bus drivers"|"Journal_1807-8648"|"35"|"2"|"285-"|"2013"|"FOAFPerson_2648813906616187"
"FOAFGroup_DEDUF_I"|"DEDUF/I"|"FOAFPerson_4187937070880705"|"LUIS PAULO GOMES MASCARENHAS"|"http://lattes.cnpq.br/4187937070880705"|"FOAFGroup_DEDUF_I"|"Journal_1807-8648"|"Acta Scientiarum. Health Sciences (Online)"|"1807-8648"|"BIBTEXArticle_Overweight_as_hypertension_risk_prediction_in_bus_drivers1807-86482013"|"SMOLAREK, A. C., DELLAGRANA, R. A., MASCARENHAS, Luis Paulo Gomes;Mascarenhas, Luís Paulo Gomes;Mascarenhas, Luis P.;Mascarenhas, Luis PG;MASCARENHAS, LUÍS P. G., CAMPOS, W., LAAT, E. F., DA SILVA, M. P., SILVA, M. P."|"Overweight as hypertension risk prediction in bus drivers"|"Journal_1807-8648"|"35"|"2"|"285-289"|"2013"|"FOAFPerson_4187937070880705"
"FOAFGroup_DEDUF_I"|"DEDUF/I"|"FOAFPerson_9139944039749544"|"ANDRE DE CAMARGO SMOLAREK"|"http://lattes.cnpq.br/9139944039749544"|"FOAFGroup_DEDUF_I"|"Journal_1807-8648"|"Acta Scientiarum. Health Sciences (Online)"|"1807-8648"|"BIBTEXArticle_Overweight_as_hypertension_risk_prediction_in_bus_drivers1807-86482013"|"SMOLAREK, André de Camargo;Smolarek, A.C.;André de Camargo Smolarek, DELLAGRANA, R., CAMPOS, W., MASCARENHAS, L. P. G., LAAT, E. F."|"Overweight as hypertension risk prediction in bus drivers"|"Journal_1807-8648"|"35"|"2"|"285-"|"2013"|"FOAFPerson_9139944039749544"
"FOAFGroup_DEVET_G"|"DEVET/G"|"FOAFPerson_6152074226039711"|"PAULO ROBERTO OST"|"http://lattes.cnpq.br/6152074226039711"|"FOAFGroup_DEVET_G"|"Journal_0004-0622"|"Archivos Latinoamericanos de Nutrición"|"0004-0622"|"BIBTEXArticle_Ovo:_Conceitos,_análises_e_controvérsias_na_saúde_humana0004-06222006"|"Novello, D., FRANCESCHINI, P., QUINTILIANO, D. A., OST, P. R."|"Ovo: Conceitos, análises e controvérsias na saúde humana"|"Journal_0004-0622"|"56"|"4"|"315-320"|"2006"|"FOAFPerson_6152074226039711"
"FOAFGroup_DENUT_G"|"DENUT/G"|"FOAFPerson_1756064975510727"|"DAIANA NOVELLO"|"http://lattes.cnpq.br/1756064975510727"|"FOAFGroup_DENUT_G"|"Journal_0004-0622"|"Archivos Latinoamericanos de Nutrición"|"0004-0622"|"BIBTEXArticle_Ovo:_conceitos,_análises_e_controvérsias_na_saúde_humana0004-06222006"|"NOVELLO, D., FRANCESCHINI, P, QUINTILIANO, D A, OST, P. R."|"Ovo: conceitos, análises e controvérsias na saúde humana"|"Journal_0004-0622"|"56"|"4"|"315-320"|"2006"|"FOAFPerson_1756064975510727"
"FOAFGroup_DEDUF_G"|"DEDUF/G"|"FOAFPerson_4765697449834723"|"MARCUS PEIKRISZWILI TARTARUGA"|"http://lattes.cnpq.br/4765697449834723"|"FOAFGroup_DEDUF_G"|"Journal_1439-3964"|"International Journal of Sports Medicine"|"1439-3964"|"BIBTEXArticle_Oxygen_Uptake,_Muscle_Activity_and_Ground_Reaction_Force_during_Water_Aerobic_Exercises1439-39642014"|"ALBERTON, C., PINTO, S., CADORE, E., TARTARUGA, M., KANITZ, A., ANTUNES, A., FINATTO, P., KRUEL, L."|"Oxygen Uptake, Muscle Activity and Ground Reaction Force during Water Aerobic Exercises"|"Journal_1439-3964"|"35"|""|"1161-1169"|"2014"|"FOAFPerson_4765697449834723"
"FOAFGroup_DEF_I"|"DEF/I"|"FOAFPerson_0652225781394798"|"VÂNIA ROSSETTO MARCELINO"|"http://lattes.cnpq.br/0652225781394798"|"FOAFGroup_DEF_I"|"Journal_1982-4688"|"Floresta (Online) (Curitiba)"|"1982-4688"|"BIBTEXArticle_PADRÕES_ESPACIAIS_NA_REGENERAÇÃO_DE_Ocotea_odorifera_NA__FLORESTA_NACIONAL_DE_IRATI,_PR1982-46882013"|"DALMASO, C. A., INOUE, M. T., OLIVEIRA FILHO, P. C., MARCELINO, V. R."|"PADRÕES ESPACIAIS NA REGENERAÇÃO DE Ocotea odorifera NA  FLORESTA NACIONAL DE IRATI, PR"|"Journal_1982-4688"|"43"|"2"|"301-312"|"2013"|"FOAFPerson_0652225781394798"
"FOAFGroup_DEGEO_G"|"DEGEO/G"|"FOAFPerson_8733013411095807"|"MARQUIANA DE FREITAS VILAS BOAS GOMES"|"http://lattes.cnpq.br/8733013411095807"|"FOAFGroup_DEGEO_G"|"Journal_1517-543X"|"Formação (Presidente Prudente)"|"1517-543X"|"BIBTEXArticle_PAISAGEM:_DIFERENTES_OLHARES_SOBRE_O_ESPAÇO_GEOGRÁFICO1517-543X2006"|"HIRAO, H., GOMES, M. F. V. B., GOMES, M. F. V. B.;GOMES, Marquiana F. V. Boas;GOMES, MARQUIANA DE FREITAS VILAS BOAS, PEREIRA, M.P.B."|"PAISAGEM: DIFERENTES OLHARES SOBRE O ESPAÇO GEOGRÁFICO"|"Journal_1517-543X"|"1"|"13"|"219-249"|"2006"|"FOAFPerson_8733013411095807"
"FOAFGroup_DEGEO_I"|"DEGEO/I"|"FOAFPerson_4585296248965032"|"FERNANDO FERNANDES"|"http://lattes.cnpq.br/4585296248965032"|"FOAFGroup_DEGEO_I"|"Journal_2178-0463"|"GEOSABERES: Revista de Estudos Geoeducacionais"|"2178-0463"|"BIBTEXArticle_PALEONTOLOGIA_DO_DEVONIANO_NOS_CAMPOS_GERAIS_DO_PARANÁ:_CONTRIBUIÇÕES_DE_UMA_PRÁTICA_DE_CAMPO_PARA_O_ENSINO_DE_GEOCIÊNCIAS_NA_EDUCAÇÃO_BÁSICA._(2178-04632011"|"FERNANDES, F"|"PALEONTOLOGIA DO DEVONIANO NOS CAMPOS GERAIS DO PARANÁ: CONTRIBUIÇÕES DE UMA PRÁTICA DE CAMPO PARA O ENSINO DE GEOCIÊNCIAS NA EDUCAÇÃO BÁSICA. ("|"Journal_2178-0463"|"2"|"4"|"100-112"|"2011"|"FOAFPerson_4585296248965032"
"FOAFGroup_DEBIO_G"|"DEBIO/G"|"FOAFPerson_6163079816594256"|"ADRIANA MASSAÊ KATAOKA"|"http://lattes.cnpq.br/6163079816594256"|"FOAFGroup_DEBIO_G"|"Journal_1517-1256"|"Revista Eletrônica do Mestrado em Educação Ambiental"|"1517-1256"|"BIBTEXArticle_PANOROMA_DA_INSERÇÃO_DA_EDUCAÇÃO_AMBIENTAL_NAS_INSTITUIÇÕES_ESTADUAIS_DE_ENSINO_SUPERIOR_DO_PARANÁ1517-12562014"|"ROSA, M. A., CARNIATTO, I., KATAOKA, A. M.;KATAOKA, ADRIANA MASSAÊ, SURIANI-AFFONSO, A. L."|"PANOROMA DA INSERÇÃO DA EDUCAÇÃO AMBIENTAL NAS INSTITUIÇÕES ESTADUAIS DE ENSINO SUPERIOR DO PARANÁ"|"Journal_1517-1256"|"especial"|"maio"|"283-300"|"2014"|"FOAFPerson_6163079816594256"
"FOAFGroup_DELET_G"|"DELET/G"|"FOAFPerson_5085598935872596"|"PRISCILA FINGER DO PRADO"|"http://lattes.cnpq.br/5085598935872596"|"FOAFGroup_DELET_G"|"Journal_1516-9340"|"Expressão (Santa Maria)"|"1516-9340"|"BIBTEXArticle_PARA_A_CONFIGURAÇÃO_IDENTITÁRIA_DO_NARRADOR_HOMICIDA:_ANÁLISE_DA_OBRA_O_MATADOR,_DE_PATRÍCIA_MELO,_E_DE_SUA_ADAPTAÇÃO_CINEMATOGRÁFICA_EM_O_HOMEM_DO_ANO1516-93402009"|"PRADO, P. F., MOREIRA, A."|"PARA A CONFIGURAÇÃO IDENTITÁRIA DO NARRADOR HOMICIDA: ANÁLISE DA OBRA O MATADOR, DE PATRÍCIA MELO, E DE SUA ADAPTAÇÃO CINEMATOGRÁFICA EM O HOMEM DO ANO"|"Journal_1516-9340"|"1"|"1"|"173-182"|"2009"|"FOAFPerson_5085598935872596"
"FOAFGroup_DECOMP_G"|"DECOMP/G"|"FOAFPerson_3945457468863985"|"MAURO HENRIQUE MULATI"|"http://lattes.cnpq.br/3945457468863985"|"FOAFGroup_DECOMP_G"|"Journal_2175-2745"|"Revista de Informática Teórica e Aplicada: RITA"|"2175-2745"|"BIBTEXArticle_PColorAnt3-RT:_Um_Algoritmo_ACO_Paralelo_para_Coloração_de_Grafos2175-27452013"|"LINTZMAYER, C. N., MULATI, M. H.;MULATI, MAURO HENRIQUE, SILVA, A. F."|"PColorAnt3-RT: Um Algoritmo ACO Paralelo para Coloração de Grafos"|"Journal_2175-2745"|"20"|"1"|"65-86"|"2013"|"FOAFPerson_3945457468863985"
"FOAFGroup_DEDUF_G"|"DEDUF/G"|"FOAFPerson_7879558601666787"|"CARLOS RICARDO MANECK MALFATTI"|"http://lattes.cnpq.br/7879558601666787"|"FOAFGroup_DEDUF_G"|"Journal_0256-6419"|"The FIEP Bulletin"|"0256-6419"|"BIBTEXArticle_PERCENTAGE_OF_CARBOHYDRATE_AND_LIPID_CONTRIBUTION_DURING_PROGRESSIVE_EXERCISE_ON_TYPE_II_DIABETES_MELLITUS0256-64192009"|"WACHOLTZ, Roberta, MALFATTI, C. R. M., BURGOS, Miria Suzana, Juruena GS, PEREIRA, M. H. S."|"PERCENTAGE OF CARBOHYDRATE AND LIPID CONTRIBUTION DURING PROGRESSIVE EXERCISE ON TYPE II DIABETES MELLITUS"|"Journal_0256-6419"|"79"|""|"611-614"|"2009"|"FOAFPerson_7879558601666787"
