"FOAFGroup"|"foafGroupName"|"FOAFPerson"|"foafPersonName"|"foafPersonHomepage"|"foafPersonMember"|"BIBOJournal"|"BIBOJournalName"|"BIBOJournalISSN"|"BIBTEXArticle"|"BIBTEXArticleHasAuthor"|"BIBTEXArticleTitle"|"BIBTEXArticleHasJournal"|"BIBTEXArticleHasVolume"|"BIBTEXArticleHasNumber"|"BIBTEXArticleHasPages"|"BIBTEXArticleHasYear"|"DCContributor"
"FOAFGroup_DEQ_G"|"DEQ/G"|"FOAFPerson_8163033693671022"|"EDGARD MOREIRA GANZAROLLI"|"http://lattes.cnpq.br/8163033693671022"|"FOAFGroup_DEQ_G"|"Journal_1205-6685"|"Canadian Journal of Analytical Sciences and Spectroscopy"|"1205-6685"|"BIBTEXArticle_On-line_preconcentration_system_employing_C18-bonded_silica_minicolumn_for_chromium_(III)_and_chromium_(VI)_speciation_by_flame_atomic_absorption_spectrometry1205-66852009"|"Pereira, C. D., Techy J. G., QUINAIA, S. P., GANZAROLLI, E. M."|"On-line preconcentration system employing C18-bonded silica minicolumn for chromium (III) and chromium (VI) speciation by flame atomic absorption spectrometry"|"Journal_1205-6685"|"53"|"6"|"275-281"|"2009"|"FOAFPerson_8163033693671022"
"FOAFGroup_DEQ_G"|"DEQ/G"|"FOAFPerson_3256907601004018"|"SUELI PÉRCIO"|"http://lattes.cnpq.br/3256907601004018"|"FOAFGroup_DEQ_G"|"Journal_1205-6685"|"Canadian Journal of Analytical Sciences and Spectroscopy"|"1205-6685"|"BIBTEXArticle_On-line_preconcentration_system_using_a_mini-column_of_activated_carbon_for_cadmium_and_lead_determination_in_water_by_fl_ame_atomic_absorption_spectrometry1205-66852006"|"QUINÁIA, S. P.;Quináia, Sueli;Quinaia, Sueli;QUINÁIA, SUELI PÉRCIO;QUINAIA, SUELI PÉRCIO;QUINÁIA, SUELI P., ROLLEMBERG, M. C. E., Silva. J.B.B"|"On-line preconcentration system using a mini-column of activated carbon for cadmium and lead determination in water by fl ame atomic absorption spectrometry"|"Journal_1205-6685"|"51"|"5"|"225-233"|"2006"|"FOAFPerson_3256907601004018"
"FOAFGroup_DEHIS_I"|"DEHIS/I"|"FOAFPerson_9551626877143095"|"ANCELMO SCHÖRNER"|"http://lattes.cnpq.br/9551626877143095"|"FOAFGroup_DEHIS_I"|"Journal_1982-4769"|"Revista do Arquivo Histórico de Joinville"|"1982-4769"|"BIBTEXArticle_Ondas_e_marés_de_?outros?_em_Jaraguá_do_Sul_(SC):_?tem_que_ser_paranaense?1982-47692008"|"SCHÖRNER, Ancelmo."|"Ondas e marés de ?outros? em Jaraguá do Sul (SC): ?tem que ser paranaense?"|"Journal_1982-4769"|"2"|"2"|"41-56"|"2008"|"FOAFPerson_9551626877143095"
"FOAFGroup_DECOMP_G"|"DECOMP/G"|"FOAFPerson_1550342830820869"|"SANDRO RAUTENBERG"|"http://lattes.cnpq.br/1550342830820869"|"FOAFGroup_DECOMP_G"|"Journal_1413-9936"|"Perspectivas em Ciência da Informação (Impresso)"|"1413-9936"|"BIBTEXArticle_Ontologias_de_domínio_no_mapeamento_de_instrumentos_da_gestão_do_conhecimento_e_de_agentes_computacionais_da_engenharia_do_conhecimento:_o_estado_da_arte1413-99362010"|"RAUTENBERG, S., TODESCO, J. L., STEIL,Andrea Valéria"|"Ontologias de domínio no mapeamento de instrumentos da gestão do conhecimento e de agentes computacionais da engenharia do conhecimento: o estado da arte"|"Journal_1413-9936"|"15"|"2"|"163-182"|"2010"|"FOAFPerson_1550342830820869"
"FOAFGroup_DEGEO_I"|"DEGEO/I"|"FOAFPerson_8338007645962270"|"WANDA TEREZINHA PACHECO DOS SANTOS"|"http://lattes.cnpq.br/8338007645962270"|"FOAFGroup_DEGEO_I"|"Journal_0103-250X"|"Guairaca (UNICENTRO)"|"0103-250X"|"BIBTEXArticle_Operacionalização_da_prática_de_ensino_e_do_estágio_supervisionado_nos_cursos_de_licenciatura_em_Geografia_nas_universidades_estaduais_paranaenses_diante_das_reformulações_curriculares.0103-250X2008"|"SANTOS, W. T. P., COMPIANI, Maurício"|"Operacionalização da prática de ensino e do estágio supervisionado nos cursos de licenciatura em Geografia nas universidades estaduais paranaenses diante das reformulações curriculares."|"Journal_0103-250X"|"24"|""|"105-129"|"2008"|"FOAFPerson_8338007645962270"
"FOAFGroup_DELET_G"|"DELET/G"|"FOAFPerson_1934531868783088"|"NÍNCIA CECÍLIA RIBAS BORGES TEIXEIRA"|"http://lattes.cnpq.br/1934531868783088"|"FOAFGroup_DELET_G"|"Journal_1983-6988"|"Linguasagem (São Paulo)"|"1983-6988"|"BIBTEXArticle_Opinião_e_parcialidade_no_jornalismo:_uma_análise_da_reportagem__Bem-vindo_ao__Sarneyquistão__,_da_revista_Veja,1983-69882012"|"GRANDE, L., BORGES-TEIXEIRA"|"Opinião e parcialidade no jornalismo: uma análise da reportagem  Bem-vindo ao  Sarneyquistão  , da revista Veja,"|"Journal_1983-6988"|"1"|"19"|"1-"|"2012"|"FOAFPerson_1934531868783088"
"FOAFGroup_DEFIS_G"|"DEFIS/G"|"FOAFPerson_8255141527991038"|"PEDRO PABLO GONZÁLEZ BORRERO"|"http://lattes.cnpq.br/8255141527991038"|"FOAFGroup_DEFIS_G"|"Journal_0003-6951"|"Applied Physics Letters"|"0003-6951"|"BIBTEXArticle_Optical_band-gap_determination_of_nanostructured_WO[sub_3]_film0003-69512010"|"González-Borrero P. P., FERREIRA DA SILVA, A., SATO, F., MEDINA, A. N., Baesso, M. L., BENTO, A. C., BALDISSERA, G., PERSSON, C., NIKLASSON, G. A., GRANQVIST, C. G."|"Optical band-gap determination of nanostructured WO[sub 3] film"|"Journal_0003-6951"|"96"|""|"061909-"|"2010"|"FOAFPerson_8255141527991038"
"FOAFGroup_DEQ_G"|"DEQ/G"|"FOAFPerson_1559766893291724"|"PAULO ROGÉRIO PINTO RODRIGUES"|"http://lattes.cnpq.br/1559766893291724"|"FOAFGroup_DEQ_G"|"Journal_1662-9752"|"Materials Science Forum (Online)"|"1662-9752"|"BIBTEXArticle_Optimization_of_Aluminum_Anodizing_and_Coloring_Process_Employing_Organic_Pigment1662-97522014"|"ALVES, GUILHERME JOSÉ TURCATEL, ANTUNES, SANDRA MASETTO, GALLINA, A. L., MAIA, GUILHERME ARIELO RODRIGUES, RODRIGUES, P. R. P.;RODRIGUES, PAULO ROGÉRIO PINTO;RODRIGUES, PAULO ROGÉRIO P."|"Optimization of Aluminum Anodizing and Coloring Process Employing Organic Pigment"|"Journal_1662-9752"|"805"|""|"137-142"|"2014"|"FOAFPerson_1559766893291724"
"FOAFGroup_DEQ_G"|"DEQ/G"|"FOAFPerson_8100252618782686"|"MARIA LURDES FELSNER"|"http://lattes.cnpq.br/8100252618782686"|"FOAFGroup_DEQ_G"|"Journal_0103-5053"|"Journal of the Brazilian Chemical Society (Impresso)"|"0103-5053"|"BIBTEXArticle_Optimization_of_Ternary_Mobile_Phase_Mixtures_for_Separation_of_Carbohydrates_in_Honey_by_High_Performance_Liquid_Chromatography0103-50532006"|"CANO, Cristiane Bonaldi, FELSNER, M. L.;FELSNER, MARIA LURDES;FELSNER, MARIA L.;FELSNER, MARIA DE LURDES, BRUNS, Roy Edward, MATOS, Jivaldo Do Rosário, MURADIAN, Lígia Bicudo Almeida"|"Optimization of Ternary Mobile Phase Mixtures for Separation of Carbohydrates in Honey by High Performance Liquid Chromatography"|"Journal_0103-5053"|"17"|""|"588-593"|"2006"|"FOAFPerson_8100252618782686"
"FOAFGroup_DEFAR_G"|"DEFAR/G"|"FOAFPerson_2151715934354880"|"MARCOS ERENO AULER"|"http://lattes.cnpq.br/2151715934354880"|"FOAFGroup_DEFAR_G"|"Journal_1156-5233"|"Journal de Mycologie Médicale"|"1156-5233"|"BIBTEXArticle_Oral_colonization:_A_possible_source_for_candidemia_in_low-weight_neonates1156-52332014"|"BATISTA, G.C.M., KREBS, V.L.J., RUIZ, L.S., AULER, M.E., HAHN, R.C., Paula, C.R."|"Oral colonization: A possible source for candidemia in low-weight neonates"|"Journal_1156-5233"|"00"|"00"|"00-00"|"2014"|"FOAFPerson_2151715934354880"
"FOAFGroup_DELET_I"|"DELET/I"|"FOAFPerson_1826258645097740"|"RICARDO ANDRÉ FERREIRA MARTINS"|"http://lattes.cnpq.br/1826258645097740"|"FOAFGroup_DELET_I"|"Journal_1517-3453"|"Nonada (Porto Alegre)"|"1517-3453"|"BIBTEXArticle_Oralidade,_literatura_e_leitura_em_voz_alta:_uma_abordagem_possível_para_a_formação_de_leitores1517-34532012"|"MARTINS, R. A. F. ou LEÃO, Ricardo (pseudônimo literário)"|"Oralidade, literatura e leitura em voz alta: uma abordagem possível para a formação de leitores"|"Journal_1517-3453"|"1"|"18"|"141-154"|"2012"|"FOAFPerson_1826258645097740"
"FOAFGroup_DEVET_G"|"DEVET/G"|"FOAFPerson_7148385248455514"|"GIULIANA GELBCKE KASECKER BOTELHO"|"http://lattes.cnpq.br/7148385248455514"|"FOAFGroup_DEVET_G"|"Journal_1415-2983"|"Revista Brasileira de Toxicologia"|"1415-2983"|"BIBTEXArticle_Organ_toxicity_of_an_oral_dose_of_Carbon_tetrachloride_alone_or_in_association_with_antioxidants1415-29832011"|"BOTELHO, G. G. K., BUFALO, A. C., BOARETO, A. C., MULLER, J. C., BASTOS-PEREIRA, A. L., DALSENTER, P. R."|"Organ toxicity of an oral dose of Carbon tetrachloride alone or in association with antioxidants"|"Journal_1415-2983"|"24"|"1-2"|"33-37"|"2011"|"FOAFPerson_7148385248455514"
"FOAFGroup_DEQ_G"|"DEQ/G"|"FOAFPerson_2308700333314623"|"RAFAEL MARANGONI"|"http://lattes.cnpq.br/2308700333314623"|"FOAFGroup_DEQ_G"|"Journal_0021-9797"|"Journal of Colloid and Interface Science (Print)"|"0021-9797"|"BIBTEXArticle_Organic_inorganic_dye_filler_for_polymer:_Blue-coloured_layered_double_hydroxides_into_polystyrene0021-97972008"|"MARANGONI, R.;MARANGONI, R;Marangoni, Rafael, TAVIOT-GUEHO, C., ILLAIK, A., WYPYCH, F., LEROUX, F."|"Organic inorganic dye filler for polymer: Blue-coloured layered double hydroxides into polystyrene"|"Journal_0021-9797"|"326"|""|"366-373"|"2008"|"FOAFPerson_2308700333314623"
"FOAFGroup_DEAGRO_G"|"DEAGRO/G"|"FOAFPerson_3504404305495448"|"MARCELO MARQUES LOPES MÜLLER"|"http://lattes.cnpq.br/3504404305495448"|"FOAFGroup_DEAGRO_G"|"Journal_1413-7054"|"Ciência e Agrotecnologia (UFLA)"|"1413-7054"|"BIBTEXArticle_Organic_production_of_red_wine_grapes_under_plastic_cover_in_subtropical_region_of_Brazil1413-70542011"|"BOTELHO, Renato Vasconcelos, PAVANELLO, Alexandre Pozzobom, Pires, Erasmo José Paoli, Terra, Maurilo Monteiro, Müller, Marcelo Marques Lopes"|"Organic production of red wine grapes under plastic cover in subtropical region of Brazil"|"Journal_1413-7054"|"35"|""|"1186-1195"|"2011"|"FOAFPerson_3504404305495448"
"FOAFGroup_DEHIS_I"|"DEHIS/I"|"FOAFPerson_9551626877143095"|"ANCELMO SCHÖRNER"|"http://lattes.cnpq.br/9551626877143095"|"FOAFGroup_DEHIS_I"|"Journal_2177-6644"|"Revista Tempo, Espaço e Linguagem"|"2177-6644"|"BIBTEXArticle_Organização_socioespacial:_faxinalenses_e_agricultores_de_Jesuíno_Marcondes,_Prudentópolis/PR_(1987-2007)2177-66442010"|"LUPEPSA, Eliane Crestiane, SCHÖRNER, Ancelmo."|"Organização socioespacial: faxinalenses e agricultores de Jesuíno Marcondes, Prudentópolis/PR (1987-2007)"|"Journal_2177-6644"|"1"|"3"|"11-41"|"2010"|"FOAFPerson_9551626877143095"
"FOAFGroup_DEPSI_I"|"DEPSI/I"|"FOAFPerson_2708696409207134"|"ANA LUCIA IVATIUK"|"http://lattes.cnpq.br/2708696409207134"|"FOAFGroup_DEPSI_I"|"Journal_1679-3390"|"Revista Brasileira de Orientação Profissional"|"1679-3390"|"BIBTEXArticle_Orientação_Profissional_de_Pessoas_com_Deficiências:_Revisão_de_Literatura_(2000-2009)1679-33902010"|"IVATIUK, A. L., Yoshida, E. M. P."|"Orientação Profissional de Pessoas com Deficiências: Revisão de Literatura (2000-2009)"|"Journal_1679-3390"|"11"|"1"|"95-106"|"2010"|"FOAFPerson_2708696409207134"
"FOAFGroup_DEVET_G"|"DEVET/G"|"FOAFPerson_3501830648806376"|"JAYME AUGUSTO PERES"|"http://lattes.cnpq.br/3501830648806376"|"FOAFGroup_DEVET_G"|"Journal_1679-7353"|"Revista Científica Eletrônica de Medicina Veterinária"|"1679-7353"|"BIBTEXArticle_Origem_e_distribuição_da_artéria_celíaca_em_veado_catingueiro_(Mazana_gouazoubira)1679-73532012"|"ARMADORI, A, BIRK, A J, FILADELPHO, A. L., GUIMARAES, G.C., PERES, J. A., SOUZA, R. A M."|"Origem e distribuição da artéria celíaca em veado catingueiro (Mazana gouazoubira)"|"Journal_1679-7353"|"X"|"19"|"10-14"|"2012"|"FOAFPerson_3501830648806376"
"FOAFGroup_DEGEO_G"|"DEGEO/G"|"FOAFPerson_3707647256716872"|"MARIO ZASSO MARIN"|"http://lattes.cnpq.br/3707647256716872"|"FOAFGroup_DEGEO_G"|"Journal_0101-2908"|"Perspectiva (Erexim)"|"0101-2908"|"BIBTEXArticle_Origem,_evolução_e_impactos_da_Perdigão_Agroindustrial_S.A._em_Serafina_Corrêa_-_RS0101-29082010"|"MARIN, Mario Zasso, PIAIA, Idi Teresa Gollo"|"Origem, evolução e impactos da Perdigão Agroindustrial S.A. em Serafina Corrêa - RS"|"Journal_0101-2908"|"33"|""|"113-127"|"2010"|"FOAFPerson_3707647256716872"
"FOAFGroup_DEBIO_G"|"DEBIO/G"|"FOAFPerson_6147421642532490"|"KELLEN REGINA BOLDRINI"|"http://lattes.cnpq.br/6147421642532490"|"FOAFGroup_DEBIO_G"|"Journal_1676-5680"|"Genetics and Molecular Research"|"1676-5680"|"BIBTEXArticle_Origin_of_a_polyploid_accession_of_Brachiaria_humidicola_(Poaceae:_Panicoideae:_Paniceae)1676-56802009"|"BOLDRINI, K. R., MICHELETTI, Pamela P, GALLO, Patricia H, BONATO, Andrea Beatriz Mendes, PAGLIARINI, Maria Suely, VALLE, Cacilda Borges Do"|"Origin of a polyploid accession of Brachiaria humidicola (Poaceae: Panicoideae: Paniceae)"|"Journal_1676-5680"|"8"|"3"|"888-895"|"2009"|"FOAFPerson_6147421642532490"
"FOAFGroup_DEADM_I"|"DEADM/I"|"FOAFPerson_6877990196326427"|"SÉRGIO LUIS DIAS DOLIVEIRA"|"http://lattes.cnpq.br/6877990196326427"|"FOAFGroup_DEADM_I"|"Journal_1980-6116"|"Revista Eletrônica Lato Sensu"|"1980-6116"|"BIBTEXArticle_Os_Centros_de_Formação_de_condutores_e_o_processo_de_decisão_de_compra_de_veículos_automotores_na_região_de_Laranjeiras_do_Sul_-_PR1980-61162007"|"PORTELA, eMERSON, DOLIVEIRA, S. L. D."|"Os Centros de Formação de condutores e o processo de decisão de compra de veículos automotores na região de Laranjeiras do Sul - PR"|"Journal_1980-6116"|"1"|"2"|"516-538"|"2007"|"FOAFPerson_6877990196326427"
"FOAFGroup_DEADM_G"|"DEADM/G"|"FOAFPerson_0672208569451498"|"SANDRA MARA DE ANDRADE"|"http://lattes.cnpq.br/0672208569451498"|"FOAFGroup_DEADM_G"|"Journal_2177-4153"|"Capital Científico"|"2177-4153"|"BIBTEXArticle_Os_Conselhos_Gestores_de_Políticas_Públicas_e_o_Controle_Social2177-41532013"|"FREITAS, P., ANDRADE, S. M.;ANDRADE, SANDRA MARA DE"|"Os Conselhos Gestores de Políticas Públicas e o Controle Social"|"Journal_2177-4153"|"11"|"Especial"|"10-22-"|"2013"|"FOAFPerson_0672208569451498"
"FOAFGroup_DEGEO_G"|"DEGEO/G"|"FOAFPerson_2332414893974650"|"APARECIDO RIBEIRO DE ANDRADE"|"http://lattes.cnpq.br/2332414893974650"|"FOAFGroup_DEGEO_G"|"Journal_1679-9860"|"Geoambiente On-line"|"1679-9860"|"BIBTEXArticle_Os_Elementos_Climáticos_e_sua_Interação_com_a_Atividade_Turística_do_Parque_Estadual_de_Vila_Velha_no_Município_de_Ponta_Grossa-PR1679-98602011"|"ANDRADE, Aparecido R., COPQUE, Barbara V."|"Os Elementos Climáticos e sua Interação com a Atividade Turística do Parque Estadual de Vila Velha no Município de Ponta Grossa-PR"|"Journal_1679-9860"|"17"|"2"|"1-22"|"2011"|"FOAFPerson_2332414893974650"
"FOAFGroup_DEGEO_I"|"DEGEO/I"|"FOAFPerson_3445800523968661"|"MARCELO BARRETO"|"http://lattes.cnpq.br/3445800523968661"|"FOAFGroup_DEGEO_I"|"Journal_1982-095X"|"Terr@ Plural (UEPG. Online)"|"1982-095X"|"BIBTEXArticle_Os_Faxinais_e_Erva-mate:_a_incorporação_da_produção_camponesa_ao_movimento_da_indústria_capitalista1982-095X2008"|"BARRETO, M., Cicilian Luiza Löwen Sahr"|"Os Faxinais e Erva-mate: a incorporação da produção camponesa ao movimento da indústria capitalista"|"Journal_1982-095X"|"02"|""|"73-83"|"2008"|"FOAFPerson_3445800523968661"
"FOAFGroup_DEPED_G"|"DEPED/G"|"FOAFPerson_0088578024264046"|"JEFFERSON OLIVATTO DA SILVA"|"http://lattes.cnpq.br/0088578024264046"|"FOAFGroup_DEPED_G"|"Journal_1983-2850"|"Revista Brasileira de História das Religiões"|"1983-2850"|"BIBTEXArticle_Os_Missionários_da_África_durante_a_Grande_Guerra_Mundial_(1914_?_1922).1983-28502011"|"SILVA, J. O."|"Os Missionários da África durante a Grande Guerra Mundial (1914 ? 1922)."|"Journal_1983-2850"|"IV"|"11"|"305-309"|"2011"|"FOAFPerson_0088578024264046"
"FOAFGroup_DEPED_G"|"DEPED/G"|"FOAFPerson_0088578024264046"|"JEFFERSON OLIVATTO DA SILVA"|"http://lattes.cnpq.br/0088578024264046"|"FOAFGroup_DEPED_G"|"Journal_1677-0706"|"Métis (UCS)"|"1677-0706"|"BIBTEXArticle_Os_Missionários_da_África_na_Bembalândia:_processos_exploratórios_para_a_instalação_do_catolicismo_africano1677-07062012"|"SILVA, J. O."|"Os Missionários da África na Bembalândia: processos exploratórios para a instalação do catolicismo africano"|"Journal_1677-0706"|"10"|""|"139-164"|"2012"|"FOAFPerson_0088578024264046"
"FOAFGroup_DESEC_G"|"DESEC/G"|"FOAFPerson_8011545854988446"|"MARLETE BEATRIZ MAÇANEIRO"|"http://lattes.cnpq.br/8011545854988446"|"FOAFGroup_DESEC_G"|"Journal_2177-4153"|"Capital Científico"|"2177-4153"|"BIBTEXArticle_Os_Modelos_Technology-Push_e_Demand-Pull,_e_as_Estratégias_de_Organizações_Ambidestras:_a_adoção_de_inovações_tecnológicas_por_empresas_brasileiras2177-41532011"|"MAÇANEIRO, M. B., CUNHA, J. C."|"Os Modelos Technology-Push e Demand-Pull, e as Estratégias de Organizações Ambidestras: a adoção de inovações tecnológicas por empresas brasileiras"|"Journal_2177-4153"|"9"|"1"|"2-"|"2011"|"FOAFPerson_8011545854988446"
"FOAFGroup_DEPED_I"|"DEPED/I"|"FOAFPerson_3928378617990365"|"REJANE KLEIN"|"http://lattes.cnpq.br/3928378617990365"|"FOAFGroup_DEPED_I"|"Journal_2236-5176"|"Revista de Ciências Humanas"|"2236-5176"|"BIBTEXArticle_Os_Relatórios_Supervisionados_em_Letras_e_a_Produção_Acadêmica2236-51762007"|"BOTTEGA, Rita Maria Decarlli, KLEIN, R."|"Os Relatórios Supervisionados em Letras e a Produção Acadêmica"|"Journal_2236-5176"|"7"|"2"|"233-245"|"2007"|"FOAFPerson_3928378617990365"
"FOAFGroup_DEMAT_G"|"DEMAT/G"|"FOAFPerson_5790580176090438"|"MARLON SOARES"|"http://lattes.cnpq.br/5790580176090438"|"FOAFGroup_DEMAT_G"|"Journal_1518-0352"|"Revista Ciências Exatas e Naturais (Impresso)"|"1518-0352"|"BIBTEXArticle_Os_Skew_Anéis_de_Polinômios_Tipo_Automorfismo_e_a__Fatoração_Única1518-03522008"|"SOARES, Marlon"|"Os Skew Anéis de Polinômios Tipo Automorfismo e a  Fatoração Única"|"Journal_1518-0352"|"10"|"2"|"163-176"|"2008"|"FOAFPerson_5790580176090438"
"FOAFGroup_DEGEO_I"|"DEGEO/I"|"FOAFPerson_9298584141656679"|"NAIR FERNANDA MOCHIUTTI"|"http://lattes.cnpq.br/9298584141656679"|"FOAFGroup_DEGEO_I"|"Journal_1982-3908"|"Anuário do Instituto de Geociências (Online)"|"1982-3908"|"BIBTEXArticle_Os_Valores_da_Geodiversidade:_Geossítios_do_Geopark_Araripe/CE1982-39082012"|"FERNANDA MOCHIUTTI, NAIR, BURIGO GUIMARÃES, GILSON, CARDOZO MOREIRA, JASMINE, FERNANDA LIMA, FLAVIA, IDALÉCIO DE FREITAS, FRANCISCO"|"Os Valores da Geodiversidade: Geossítios do Geopark Araripe/CE"|"Journal_1982-3908"|"35_1"|"1"|"173-189"|"2012"|"FOAFPerson_9298584141656679"
"FOAFGroup_DEHIS_I"|"DEHIS/I"|"FOAFPerson_6266346750008252"|"VALTER MARTINS"|"http://lattes.cnpq.br/6266346750008252"|"FOAFGroup_DEHIS_I"|"Journal_1517-3771"|"Caminhos da História (UNIMONTES)"|"1517-3771"|"BIBTEXArticle_Os_armazéns_de_secos_e_molhados_e_a_Câmara_Municipal_da_cidade_de_Irati-PR,_1907-19201517-37712011"|"TELEGINSKI, N. M., MARTINS, V."|"Os armazéns de secos e molhados e a Câmara Municipal da cidade de Irati-PR, 1907-1920"|"Journal_1517-3771"|"16"|"2"|"87-100"|"2011"|"FOAFPerson_6266346750008252"
"FOAFGroup_DENAM_I"|"DENAM/I"|"FOAFPerson_1209937575998431"|"WALDIR NAGEL SCHIRMER"|"http://lattes.cnpq.br/1209937575998431"|"FOAFGroup_DENAM_I"|"Journal_1808-0251"|"Ambiência (UNICENTRO)"|"1808-0251"|"BIBTEXArticle_Os_biocombustíveis_no_Brasil:_panorama_atual,_emissões_gasosas_e_os_métodos_analíticos_de_monitoramento_da_qualidade_do_ar_referente_a_gases_de_natureza_orgânica_/_Biofuels_in_Brazil:_the_current_scene,_gaseous_emissions_and_analytical_methods_on_air_quality_monitoring_concerned_to_organic_gases1808-02512012"|"SCHIRMER, W. N., GAUER, M. A."|"Os biocombustíveis no Brasil: panorama atual, emissões gasosas e os métodos analíticos de monitoramento da qualidade do ar referente a gases de natureza orgânica / Biofuels in Brazil: the current scene, gaseous emissions and analytical methods on air quality monitoring concerned to organic gases"|"Journal_1808-0251"|"8"|"1"|"139-157"|"2012"|"FOAFPerson_1209937575998431"
"FOAFGroup_DEPSI_I"|"DEPSI/I"|"FOAFPerson_6545290412067757"|"KÁTIA ALEXSANDRA DOS SANTOS"|"http://lattes.cnpq.br/6545290412067757"|"FOAFGroup_DEPSI_I"|"Journal_1808-9305"|"Revista Eletrônica Polidisciplinar Vôos"|"1808-9305"|"BIBTEXArticle_Os_blogs_e_o_discurso_sobre_corpo_feminino:_a_construção_de_uma_imagem_da/na_contemporaneidade1808-93052013"|"SANTOS, K. A., WOICOLESCO, T. E. C."|"Os blogs e o discurso sobre corpo feminino: a construção de uma imagem da/na contemporaneidade"|"Journal_1808-9305"|"5"|"1"|"20-34"|"2013"|"FOAFPerson_6545290412067757"
"FOAFGroup_DELET_I"|"DELET/I"|"FOAFPerson_2855415041274093"|"EDSON SANTOS SILVA"|"http://lattes.cnpq.br/2855415041274093"|"FOAFGroup_DELET_I"|"Journal_1983-7429"|"Revista Litteris"|"1983-7429"|"BIBTEXArticle_Os_carpinteiros_teatrais_do_século_XIX,_na_cidade_de_São_Paulo1983-74292010"|"Edson Santos Silva/Wilma Rigolon, SILVA, E. S."|"Os carpinteiros teatrais do século XIX, na cidade de São Paulo"|"Journal_1983-7429"|"4"|""|"29-42"|"2010"|"FOAFPerson_2855415041274093"
"FOAFGroup_DECON_G"|"DECON/G"|"FOAFPerson_7446861135297232"|"MARCOS AURÉLIO MACHADO FERNANDES"|"http://lattes.cnpq.br/7446861135297232"|"FOAFGroup_DECON_G"|"Journal_1679-5792"|"Revista Economia de Guarapuava"|"1679-5792"|"BIBTEXArticle_Os_debates_da_classe_política_de_Guarapuava:_1955-19701679-57922010"|"FERNANDES, M. A. M."|"Os debates da classe política de Guarapuava: 1955-1970"|"Journal_1679-5792"|"1"|""|"85-98"|"2010"|"FOAFPerson_7446861135297232"
"FOAFGroup_DECOMP_G"|"DECOMP/G"|"FOAFPerson_2499807535642279"|"ANGELITA MARIA DE RÉ"|"http://lattes.cnpq.br/2499807535642279"|"FOAFGroup_DECOMP_G"|"Journal_1980-6116"|"Revista Eletrônica Lato Sensu"|"1980-6116"|"BIBTEXArticle_Os_desafios_da_capacitação_em_Tecnologia_da_Informação1980-61162008"|"CALDAS, Marcio;, RÉ, A. M.;CARRARO, LUIZ ANTONIO;A.M. De Ré;DE RÉ, A. M.;DE RÉ, A.M.;DE RE, ANGELITA MARIA"|"Os desafios da capacitação em Tecnologia da Informação"|"Journal_1980-6116"|"5º"|""|"1-11"|"2008"|"FOAFPerson_2499807535642279"
"FOAFGroup_DESEC_G"|"DESEC/G"|"FOAFPerson_8011545854988446"|"MARLETE BEATRIZ MAÇANEIRO"|"http://lattes.cnpq.br/8011545854988446"|"FOAFGroup_DESEC_G"|"Journal_2175-5787"|"Administração Pública e Gestão Social"|"2175-5787"|"BIBTEXArticle_Os_desafios_do_gestor_público_na_articulação_do_trabalho_em_redes_intersetoriais2175-57872014"|"SOUZA, H. C. V., MAÇANEIRO, M. B."|"Os desafios do gestor público na articulação do trabalho em redes intersetoriais"|"Journal_2175-5787"|"6"|"2"|"65-73"|"2014"|"FOAFPerson_8011545854988446"
"FOAFGroup_DECS_G"|"DECS/G"|"FOAFPerson_5391433507648309"|"ARIANE CARLA PEREIRA"|"http://lattes.cnpq.br/5391433507648309"|"FOAFGroup_DECS_G"|"Journal_1808-0820"|"Caligrama (ECA/USP. Online)"|"1808-0820"|"BIBTEXArticle_Os_discursos_no_discurso_do_livro-reportagem1808-08202006"|"PEREIRA, Ariane Carla;PEREIRA, ARIANE CARLA"|"Os discursos no discurso do livro-reportagem"|"Journal_1808-0820"|"2"|"3"|"1-17"|"2006"|"FOAFPerson_5391433507648309"
"FOAFGroup_DENF_G"|"DENF/G"|"FOAFPerson_0340667735350715"|"JUICE ISHIE MACEDO"|"http://lattes.cnpq.br/0340667735350715"|"FOAFGroup_DENF_G"|"Journal_0104-8112"|"Terra e Cultura"|"0104-8112"|"BIBTEXArticle_Os_estudantes_de_enfermagm_através_de_uma_análise_critica_em_relação_a_sua_auto-imagem_relacionada_à_profissão0104-81122008"|"Rafel Alves da Siva, MACEDO, J. I."|"Os estudantes de enfermagm através de uma análise critica em relação a sua auto-imagem relacionada à profissão"|"Journal_0104-8112"|"1"|""|"13-22"|"2008"|"FOAFPerson_0340667735350715"
"FOAFGroup_DELET_G"|"DELET/G"|"FOAFPerson_5085598935872596"|"PRISCILA FINGER DO PRADO"|"http://lattes.cnpq.br/5085598935872596"|"FOAFGroup_DELET_G"|"Journal_2177-4099"|"revista Idéias (UFSM)"|"2177-4099"|"BIBTEXArticle_Os_estudos_dialetológicos_no_RS2177-40992006"|"PRADO, P. F., DIAS, Juciele P."|"Os estudos dialetológicos no RS"|"Journal_2177-4099"|"I"|""|"86-90"|"2006"|"FOAFPerson_5085598935872596"
